uid,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
26218,38, Private,245090.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Nicaragua,0
26219,42, State-gov,219682.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
26220,28, Private,392100.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26221,36, Private,358682.0, Bachelors,13.0, Never-married, Exec-managerial, Other-relative, White, Male,0.0,0.0,50.0, ?,0
26222,47, Private,262244.0, Bachelors,13.0, Never-married, Sales, Not-in-family, Black, Male,0.0,0.0,60.0, United-States,1
26223,46, Private,171228.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3411.0,0.0,35.0, Guatemala,0
26224,21, Local-gov,218445.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, Mexico,0
26225,19, ?,182609.0, HS-grad,9.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,25.0, United-States,0
26226,35, Private,509462.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
26227,26, Private,213258.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
26228,21, Private,118401.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States,0
26229,67, Self-emp-not-inc,45814.0, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,0
26230,54, Private,329733.0, HS-grad,9.0, Never-married, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States,1
26231,26, Private,29957.0, Masters,14.0, Never-married, Tech-support, Other-relative, White, Male,0.0,0.0,25.0, United-States,0
26232,51, Private,215854.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
26233,27, Private,327766.0, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
26234,27, Private,405765.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, ?,1
26235,39, Private,80680.0, Some-college,10.0, Divorced, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, United-States,0
26236,32, Private,177792.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,48.0, United-States,1
26237,52, Private,273514.0, HS-grad,9.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
26238,21, Private,202373.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, United-States,0
26239,27, Local-gov,332785.0, HS-grad,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,38.0, United-States,0
26240,46, Private,149640.0, 7th-8th,4.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
26241,42, Private,40151.0, Assoc-voc,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,30.0, United-States,0
26242,79, Self-emp-inc,183686.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,20.0, United-States,1
26243,50, Federal-gov,32801.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States,1
26244,19, ?,195282.0, HS-grad,9.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,20.0, United-States,0
26245,43, Federal-gov,134026.0, Some-college,10.0, Never-married, Adm-clerical, Other-relative, White, Male,2174.0,0.0,40.0, United-States,0
26246,51, Local-gov,96678.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,0
26247,45, Private,174533.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,7298.0,0.0,50.0, United-States,1
26248,65, Private,180807.0, HS-grad,9.0, Separated, Protective-serv, Not-in-family, White, Male,991.0,0.0,20.0, United-States,0
26249,66, Private,186324.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,5.0, United-States,1
26250,36, Self-emp-not-inc,257250.0, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,99.0, United-States,0
26251,26, Private,212800.0, Assoc-acdm,12.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,36.0, United-States,0
26252,28, Private,55360.0, Some-college,10.0, Never-married, Sales, Not-in-family, Black, Male,0.0,0.0,50.0, United-States,0
26253,39, Self-emp-not-inc,195253.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,1
26254,43, Private,45156.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,0
26255,20, Private,435469.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, Mexico,0
26256,29, Private,231287.0, Some-college,10.0, Divorced, Tech-support, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
26257,32, Private,168854.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1848.0,50.0, United-States,1
26258,44, Self-emp-not-inc,185057.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,3325.0,0.0,40.0, United-States,0
26259,18, ?,91670.0, Some-college,10.0, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,0
26260,60, Private,165517.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
26261,34, Private,73161.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
26262,60, Private,178792.0, HS-grad,9.0, Widowed, Handlers-cleaners, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26263,38, Private,32897.0, 11th,7.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
26264,29, Private,250967.0, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
26265,41, Private,41901.0, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,1408.0,40.0, United-States,0
26266,49, Private,379779.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26267,37, Private,217838.0, 5th-6th,3.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,40.0, Mexico,0
26268,37, Self-emp-not-inc,137527.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,2559.0,60.0, United-States,1
26269,43, Private,198965.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,38.0, United-States,1
26270,41, Private,70645.0, Masters,14.0, Widowed, Prof-specialty, Not-in-family, White, Female,4650.0,0.0,55.0, United-States,0
26271,37, Private,220644.0, HS-grad,9.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, ?,0
26272,19, Private,175081.0, 9th,5.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,60.0, United-States,0
26273,29, Private,180299.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,35.0, United-States,0
26274,40, Self-emp-not-inc,548664.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,15.0, United-States,0
26275,53, Private,278114.0, 7th-8th,4.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
26276,27, Private,394927.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,0
26277,44, Self-emp-not-inc,127482.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,50.0, England,1
26278,29, Private,236938.0, Assoc-acdm,12.0, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,38.0, United-States,0
26279,25, Private,232991.0, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0.0,0.0,40.0, Mexico,0
26280,38, Private,34378.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,0
26281,48, Self-emp-inc,81513.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
26282,18, Private,106780.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,12.0, United-States,0
26283,50, Private,178596.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,1408.0,50.0, United-States,0
26284,37, Private,329026.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,1
26285,48, Private,26490.0, Bachelors,13.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,20.0, United-States,0
26286,50, Private,338033.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,32.0, United-States,0
26287,74, ?,169303.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,6767.0,0.0,6.0, United-States,0
26288,24, Private,21154.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,30.0, United-States,0
26289,34, Private,209449.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, Black, Male,0.0,0.0,40.0, United-States,1
26290,19, Private,389143.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26291,39, Private,101260.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26292,40, Private,198270.0, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26293,30, Private,45781.0, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
26294,27, Private,134566.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
26295,23, ?,283806.0, 9th,5.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
26296,68, ?,286869.0, 7th-8th,4.0, Widowed, ?, Not-in-family, White, Female,0.0,1668.0,40.0, ?,0
26297,46, Private,422813.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
26298,24, Local-gov,103277.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,50.0, United-States,0
26299,18, Private,201871.0, 12th,8.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States,0
26300,50, Self-emp-not-inc,167728.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,1
26301,42, Private,211517.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
26302,42, Private,118212.0, 9th,5.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
26303,37, Private,259846.0, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,3471.0,0.0,40.0, United-States,0
26304,57, Private,98926.0, Some-college,10.0, Widowed, Tech-support, Not-in-family, White, Female,0.0,0.0,16.0, United-States,0
26305,27, Private,207352.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, India,1
26306,31, Private,206609.0, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
26307,34, Local-gov,104509.0, Masters,14.0, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
26308,55, Self-emp-not-inc,170350.0, HS-grad,9.0, Divorced, Other-service, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
26309,56, Private,183884.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
26310,36, State-gov,110964.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1672.0,38.0, United-States,0
26311,35, State-gov,154410.0, Some-college,10.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26312,63, ?,257659.0, Masters,14.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,3.0, United-States,0
26313,28, Private,274679.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
26314,38, Private,252662.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
26315,30, Self-emp-inc,356689.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,60.0, United-States,0
26316,18, Private,205218.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,0
26317,35, Private,241306.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,1
26318,53, Private,139127.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26319,46, Private,175625.0, Prof-school,15.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
26320,45, Private,206459.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
26321,35, Private,176123.0, 10th,6.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,60.0, India,0
26322,41, Private,111483.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26323,60, Self-emp-not-inc,106118.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,70.0, United-States,1
26324,18, Private,77845.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,1602.0,15.0, United-States,0
26325,19, Private,162094.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26326,24, Private,216469.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,1579.0,50.0, United-States,0
26327,56, Local-gov,381965.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States,1
26328,28, Private,145284.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,70.0, United-States,0
26329,29, Private,242482.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,32.0, United-States,0
26330,35, Self-emp-not-inc,160192.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26331,27, ?,280699.0, Some-college,10.0, Never-married, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
26332,55, Private,175942.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,55.0, ?,1
26333,18, Private,156950.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,35.0, United-States,0
26334,53, Private,215572.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
26335,26, Private,173593.0, Masters,14.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,20.0, Canada,0
26336,55, Private,193374.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,1
26337,45, Local-gov,334039.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
26338,28, Private,337664.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26339,32, Private,113504.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
26340,27, Private,177072.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26341,35, Private,174503.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26342,36, Private,214807.0, HS-grad,9.0, Divorced, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,37.0, United-States,0
26343,41, Private,222596.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,45.0, United-States,1
26344,23, Private,100345.0, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0, United-States,0
26345,22, Private,409230.0, 12th,8.0, Never-married, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
26346,36, Self-emp-not-inc,112497.0, Prof-school,15.0, Divorced, Prof-specialty, Unmarried, White, Male,25236.0,0.0,40.0, United-States,1
26347,65, Self-emp-inc,115922.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
26348,59, ?,375049.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,41.0, United-States,1
26349,25, Private,243560.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, Columbia,0
26350,33, Local-gov,182971.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,1887.0,40.0, United-States,1
26351,31, Private,127215.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
26352,50, State-gov,276241.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
26353,49, State-gov,175109.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
26354,43, Private,498079.0, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
26355,23, Federal-gov,344394.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
26356,34, Private,99872.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3103.0,0.0,40.0, India,1
26357,23, Private,245302.0, Some-college,10.0, Divorced, Sales, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
26358,63, Private,43313.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
26359,33, Private,188467.0, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
26360,51, Self-emp-inc,351278.0, Bachelors,13.0, Divorced, Farming-fishing, Unmarried, White, Male,0.0,0.0,50.0, United-States,0
26361,31, Private,182246.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
26362,32, Private,79870.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Own-child, White, Female,2597.0,0.0,40.0, Japan,0
26363,48, ?,353824.0, Some-college,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, ?,1
26364,31, Private,387116.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,36.0, Jamaica,0
26365,47, Private,34248.0, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
26366,54, State-gov,198741.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,1
26367,23, Private,32950.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
26368,34, Private,381153.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
26369,46, Private,100067.0, 11th,7.0, Married-civ-spouse, Other-service, Wife, Black, Female,0.0,0.0,35.0, United-States,1
26370,34, Private,208785.0, Assoc-acdm,12.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,1
26371,31, Private,61559.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
26372,41, Private,176452.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, Peru,0
26373,41, ?,128700.0, HS-grad,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States,0
26374,27, Self-emp-not-inc,328518.0, Assoc-voc,11.0, Never-married, Prof-specialty, Other-relative, White, Male,0.0,0.0,30.0, United-States,0
26375,30, ?,201196.0, 11th,7.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
26376,23, Private,378546.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26377,24, Local-gov,212210.0, Assoc-acdm,12.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, ?,0
26378,59, Federal-gov,178660.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
26379,56, Private,235826.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5013.0,0.0,40.0, United-States,0
26380,35, Self-emp-not-inc,22641.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,0
26381,59, Private,316027.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,45.0, Cuba,0
26382,47, Private,431515.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
26383,51, Self-emp-not-inc,149770.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,44.0, United-States,0
26384,42, Private,165916.0, Bachelors,13.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,45.0, United-States,0
26385,29, Federal-gov,107411.0, Some-college,10.0, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
26386,23, Private,217961.0, HS-grad,9.0, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,45.0, Outlying-US(Guam-USVI-etc),0
26387,43, Self-emp-not-inc,350387.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,0
26388,46, Private,325372.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
26389,30, Private,156718.0, Some-college,10.0, Separated, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26390,23, Private,216472.0, Some-college,10.0, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,20.0, United-States,0
26391,29, State-gov,106972.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
26392,33, Private,131934.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
26393,33, Local-gov,365908.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,2105.0,0.0,40.0, United-States,0
26394,46, Local-gov,359193.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,45.0, United-States,0
26395,35, Private,261012.0, Some-college,10.0, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
26396,36, Private,272944.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,40.0, United-States,1
26397,25, Private,113654.0, HS-grad,9.0, Separated, Exec-managerial, Unmarried, White, Female,0.0,0.0,37.0, United-States,0
26398,35, Private,218955.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
26399,30, Private,115963.0, 7th-8th,4.0, Never-married, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,42.0, United-States,0
26400,39, Private,80638.0, Some-college,10.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,84.0, United-States,1
26401,37, Private,147258.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States,0
26402,22, Private,214635.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,42.0, United-States,0
26403,25, Private,200318.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,0
26404,50, Private,138270.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, Black, Female,0.0,0.0,40.0, United-States,0
26405,64, Federal-gov,388594.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,45.0, ?,1
26406,33, Private,103435.0, Assoc-voc,11.0, Separated, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
26407,59, Self-emp-inc,133201.0, 5th-6th,3.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, Italy,0
26408,24, Private,175183.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26409,41, Private,99870.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,0
26410,38, ?,107479.0, 9th,5.0, Never-married, ?, Own-child, White, Female,0.0,0.0,12.0, United-States,0
26411,60, Private,113440.0, Bachelors,13.0, Divorced, Exec-managerial, Own-child, White, Male,0.0,0.0,60.0, United-States,0
26412,19, Private,85690.0, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,30.0, United-States,0
26413,23, Private,45713.0, Some-college,10.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
26414,57, Self-emp-inc,376230.0, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,99999.0,0.0,40.0, United-States,1
26415,36, Private,145576.0, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,1977.0,40.0, Japan,1
26416,17, ?,67808.0, 10th,6.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26417,24, Private,113936.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26418,32, Private,158291.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,1
26419,27, Private,193898.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,1
26420,43, Private,191982.0, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,55.0, United-States,0
26421,21, ?,72953.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26422,54, Private,271160.0, Assoc-voc,11.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26423,22, Private,33087.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,45.0, United-States,0
26424,29, Private,106153.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
26425,22, Private,29444.0, 12th,8.0, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,50.0, United-States,0
